Instance;Approach;Solver;Makespan (min);Makespan (avg);Makespan (max);Makespan (std);CPU TIME(ms) (min);CPU TIME(ms) (avg);CPU TIME(ms) (max);CPU TIME(ms) (std)
HurinkSdata21;iterative;ACSV3;1244;1394,80;1532;68,24;69;113,70;333;69,51
HurinkSdata21;parallel;ACSV3;1230;1421,40;1593;96,55;50;65,43;94;8,49
HurinkSdata22;iterative;ACSV3;1241;1421,03;1607;82,61;68;108,83;329;68,19
HurinkSdata22;parallel;MMASV3;1219;1306,23;1412;48,39;28;113,43;699;144,78
HurinkSdata22;parallel;ACSV3;1253;1462,47;1643;82,86;48;66,80;108;13,23
HurinkSdata22;parallel;RBASV3;1199;1307,83;1396;51,80;30;96,37;323;57,12
HurinkSdata22;iterative;greedy;2142;2142,00;2142;0,00;0;0,03;1;0,18
HurinkSdata23;iterative;ACSV3;1294;1522,20;1720;91,93;68;108,87;258;58,63
HurinkSdata23;parallel;MMASV3;1295;1383,10;1490;46,96;27;107,37;509;103,22
HurinkSdata23;iterative;greedy;2665;2665,00;2665;0,00;0;0,03;1;0,18
HurinkSdata23;parallel;ACSV3;1354;1528,37;1783;91,93;52;64,83;106;9,98
HurinkSdata23;parallel;RBASV3;1229;1373,90;1503;64,36;31;99,93;242;54,52
HurinkSdata24;iterative;greedy;3311;3311,00;3311;0,00;0;0,03;1;0,18
HurinkSdata24;parallel;RBASV3;1601;1765,07;1850;57,53;75;198,83;871;150,85
HurinkSdata24;parallel;MMASV3;1711;1779,70;1853;38,15;74;176,20;532;119,10
HurinkSdata24;iterative;ACSV3;1772;1949,23;2106;84,77;141;174,10;518;88,25
HurinkSdata24;parallel;ACSV3;1659;1968,57;2126;94,01;45;85,83;125;31,62
HurinkSdata25;parallel;ACSV3;1696;1904,93;2091;90,34;44;90,93;194;38,77
HurinkSdata25;iterative;ACSV3;1674;1910,40;2124;101,80;139;178,13;501;81,51
HurinkSdata25;parallel;MMASV3;1607;1725,77;1857;60,92;73;176,80;426;93,18
HurinkSdata25;iterative;greedy;2457;2457,00;2457;0,00;0;0,03;1;0,18
HurinkSdata25;parallel;RBASV3;1636;1713,20;1789;43,47;88;202,40;768;168,70
HurinkSdata26;iterative;ACSV3;1772;1899,47;2047;86,45;140;180,17;498;80,61
HurinkSdata26;parallel;ACSV3;1721;1955,33;2116;106,96;45;89,00;165;36,42
HurinkSdata26;parallel;MMASV3;1583;1727,30;1858;54,78;78;175,10;1040;196,25
HurinkSdata26;parallel;RBASV3;1466;1721,03;1822;75,74;77;204,43;647;133,36
HurinkSdata26;iterative;greedy;3484;3484,00;3484;0,00;0;0,10;1;0,31
HurinkSdata27;iterative;ACSV3;1738;1916,57;2048;79,07;137;174,90;632;96,16
HurinkSdata27;parallel;RBASV3;1584;1727,83;1841;68,86;85;185,27;439;96,79
HurinkSdata27;parallel;MMASV3;1596;1714,20;1820;62,80;70;185,17;1252;227,49
HurinkSdata27;iterative;greedy;2672;2672,00;2672;0,00;0;0,03;1;0,18
HurinkSdata27;parallel;ACSV3;1663;1920,83;2125;105,72;45;88,53;136;29,07
HurinkSdata28;iterative;greedy;3507;3507,00;3507;0,00;0;0,03;1;0,18
HurinkSdata28;iterative;ACSV3;1694;1878,53;2003;71,93;132;173,77;505;87,78
HurinkSdata28;parallel;MMASV3;1562;1708,60;1851;72,98;78;169,57;593;103,71
HurinkSdata28;parallel;ACSV3;1747;1940,10;2133;88,16;44;86,43;160;35,23
HurinkSdata28;parallel;RBASV3;1497;1717,87;1844;76,73;78;172,37;1141;202,80
HurinkSdata29;iterative;greedy;5042;5042,00;5042;0,00;1;1,03;2;0,18
HurinkSdata29;parallel;RBASV3;2103;2216,07;2308;53,02;152;305,93;1068;179,03
HurinkSdata29;iterative;ACSV3;2141;2452,50;2608;114,82;222;255,10;696;91,53
HurinkSdata29;parallel;MMASV3;2119;2216,00;2331;50,20;139;308,00;1260;204,31
HurinkSdata29;parallel;ACSV3;2092;2449,77;2696;138,22;65;107,07;203;49,85
HurinkSdata30;parallel;MMASV3;2079;2209,13;2304;62,06;147;308,37;950;188,76
HurinkSdata30;parallel;RBASV3;2109;2229,13;2317;58,41;157;310,57;1313;208,12
HurinkSdata30;parallel;ACSV3;2148;2481,83;2726;138,45;64;112,93;185;44,34
HurinkSdata30;iterative;greedy;4751;4751,00;4751;0,00;1;1,03;2;0,18
HurinkSdata30;iterative;ACSV3;2247;2444,03;2603;102,90;225;260,40;703;98,73
HurinkSdata31;iterative;greedy;3985;3985,00;3985;0,00;1;1,03;2;0,18
HurinkSdata31;parallel;ACSV3;2331;2487,43;2659;80,46;64;111,73;205;51,40
HurinkSdata31;parallel;MMASV3;2061;2190,60;2328;72,44;150;303,73;1452;237,28
HurinkSdata31;parallel;RBASV3;2052;2210,00;2311;63,07;152;338,13;1161;204,77
HurinkSdata31;iterative;ACSV3;2132;2466,57;2691;120,41;224;257,93;670;87,51
HurinkSdata32;parallel;MMASV3;2053;2159,87;2247;54,32;149;301,37;879;153,89
HurinkSdata32;iterative;ACSV3;2114;2362,67;2523;96,06;224;259,00;697;93,29
HurinkSdata32;parallel;ACSV3;2203;2377,70;2661;88,31;67;114,03;261;56,15
HurinkSdata32;parallel;RBASV3;2047;2136,20;2275;59,95;159;349,20;1717;281,81
HurinkSdata32;iterative;greedy;3883;3883,00;3883;0,00;1;1,03;2;0,18
HurinkSdata33;parallel;ACSV3;2290;2551,47;2754;108,92;67;114,73;210;56,17
HurinkSdata33;parallel;RBASV3;2193;2323,00;2412;49,51;154;314,00;940;189,33
HurinkSdata33;iterative;ACSV3;2303;2533,53;2789;108,55;222;253,43;701;91,02
HurinkSdata33;parallel;MMASV3;2160;2303,23;2433;71,87;144;289,67;732;146,60
HurinkSdata33;iterative;greedy;3832;3832,00;3832;0,00;1;1,03;2;0,18
HurinkSdata34;iterative;greedy;4708;4708,00;4708;0,00;2;2,20;3;0,41
HurinkSdata34;parallel;RBASV3;2670;2906,90;3035;89,73;435;816,23;1521;262,25
HurinkSdata34;parallel;ACSV3;2950;3263,57;3547;136,51;124;168,43;375;83,46
HurinkSdata34;parallel;MMASV3;2683;2909,20;3097;86,03;427;779,67;1424;311,15
HurinkSdata34;iterative;ACSV3;2915;3188,83;3375;122,92;449;475,97;1033;105,67
HurinkSdata35;parallel;ACSV3;3004;3374,40;3662;147,40;125;171,07;380;85,27
HurinkSdata35;iterative;ACSV3;3210;3436,47;3713;120,92;458;496,73;1037;104,86
HurinkSdata35;parallel;MMASV3;2874;3071,53;3246;76,18;426;814,03;2079;369,21
HurinkSdata35;parallel;RBASV3;2938;3069,80;3205;64,55;444;785,23;2172;350,01
HurinkSdata35;iterative;greedy;5163;5163,00;5163;0,00;2;2,17;4;0,46
HurinkSdata36;parallel;ACSV3;3006;3193,40;3433;111,94;123;167,00;427;84,10
HurinkSdata36;iterative;ACSV3;2938;3187,23;3423;118,44;460;497,13;1074;110,75
HurinkSdata36;parallel;RBASV3;2616;2860,73;3000;83,58;439;820,17;1422;302,78
HurinkSdata36;iterative;greedy;4873;4873,00;4873;0,00;2;2,13;3;0,35
HurinkSdata36;parallel;MMASV3;2713;2873,13;2977;71,05;454;795,50;2048;333,32
HurinkSdata37;iterative;ACSV3;3039;3276,73;3431;117,66;454;489,87;1015;100,96
HurinkSdata37;parallel;RBASV3;2789;2961,97;3107;90,06;431;802,43;1849;332,29
HurinkSdata37;iterative;greedy;5622;5622,00;5622;0,00;2;2,10;3;0,31
HurinkSdata37;parallel;ACSV3;2945;3255,67;3521;127,10;118;167,30;504;98,95
HurinkSdata37;parallel;MMASV3;2784;2956,20;3086;61,66;456;859,90;1810;346,07
HurinkSdata38;parallel;MMASV3;2900;3049,70;3174;65,99;455;746,20;1699;270,13
HurinkSdata38;iterative;greedy;5284;5284,00;5284;0,00;2;2,17;4;0,46
HurinkSdata38;parallel;ACSV3;2942;3358,27;3553;122,29;130;179,73;513;97,49
HurinkSdata38;parallel;RBASV3;2944;3038,77;3149;54,32;434;830,70;1621;284,34
HurinkSdata38;iterative;ACSV3;3154;3357,93;3575;102,88;454;489,00;1020;101,70
HurinkSdata39;iterative;ACSV3;2209;2506,33;2737;113,93;240;274,87;720;93,06
HurinkSdata39;iterative;greedy;4338;4338,00;4338;0,00;0;0,93;2;0,37
HurinkSdata39;parallel;ACSV3;2342;2551,47;2871;126,34;68;118,07;296;60,40
HurinkSdata39;parallel;MMASV3;2120;2286,50;2442;79,95;116;260,83;818;151,05
HurinkSdata39;parallel;RBASV3;2085;2260,47;2412;74,35;131;290,93;797;150,22
HurinkSdata4;parallel;MMASV3;828;884,83;940;26,95;28;62,70;103;21,52
HurinkSdata4;iterative;greedy;1148;1148,00;1148;0,00;0;0,00;0;0,00
HurinkSdata4;parallel;ACSV3;837;983,03;1053;52,98;27;36,37;63;8,94
HurinkSdata4;iterative;ACSV3;914;970,80;1055;33,81;30;69,00;144;38,29
HurinkSdata4;parallel;RBASV3;793;877,33;938;40,06;16;79,93;182;47,10
HurinkSdata40;iterative;ACSV3;2350;2628,80;2807;106,19;244;288,27;736;95,82
HurinkSdata40;parallel;ACSV3;2411;2685,97;2888;115,78;68;115,17;223;55,44
HurinkSdata40;iterative;greedy;4674;4674,00;4674;0,00;0;1,00;2;0,26
HurinkSdata40;parallel;MMASV3;2225;2370,27;2532;77,82;120;264,83;665;148,39
HurinkSdata40;parallel;RBASV3;2191;2393,67;2547;79,40;135;301,57;1125;201,84
HurinkSdata41;parallel;MMASV3;2069;2175,97;2285;63,13;114;263,50;1295;214,42
HurinkSdata41;iterative;greedy;4604;4604,00;4604;0,00;0;0,67;2;0,55
HurinkSdata41;iterative;ACSV3;2065;2410,10;2655;107,50;238;276,03;749;96,69
HurinkSdata41;parallel;RBASV3;2036;2195,70;2353;80,42;138;296,17;1270;209,82
HurinkSdata41;parallel;ACSV3;2226;2436,37;2689;128,55;65;111,77;226;60,44
HurinkSdata42;iterative;ACSV3;2133;2449,70;2639;123,53;237;274,33;765;101,83
HurinkSdata42;parallel;MMASV3;2134;2216,60;2335;50,56;125;274,43;866;159,77
HurinkSdata42;parallel;RBASV3;2038;2251,50;2366;69,19;147;270,43;1218;200,55
HurinkSdata42;parallel;ACSV3;2070;2411,03;2685;139,43;66;113,97;310;64,87
HurinkSdata42;iterative;greedy;4613;4613,00;4613;0,00;0;0,93;2;0,37
HurinkSdata43;parallel;RBASV3;2060;2219,43;2381;75,78;141;293,57;1305;209,24
HurinkSdata43;iterative;ACSV3;2271;2469,70;2601;80,02;249;287,83;751;96,92
HurinkSdata43;parallel;ACSV3;2242;2471,00;2632;105,79;67;111,47;193;45,20
HurinkSdata43;iterative;greedy;4156;4156,00;4156;0,00;1;1,03;2;0,18
HurinkSdata43;parallel;MMASV3;2102;2230,37;2355;70,30;120;253,13;1478;245,70
HurinkSdata5;parallel;ACSV3;857;948,73;1019;43,56;25;34,23;65;9,13
HurinkSdata5;parallel;MMASV3;799;863,87;958;39,48;36;71,73;143;28,27
HurinkSdata5;parallel;RBASV3;806;869,67;927;29,03;29;70,23;156;39,12
HurinkSdata5;iterative;greedy;1391;1391,00;1391;0,00;0;0,00;0;0,00
HurinkSdata5;iterative;ACSV3;760;943,97;1028;46,63;30;68,60;155;38,56
HurinkSdata6;parallel;MMASV3;758;812,27;869;31,08;30;73,53;221;49,91
HurinkSdata6;iterative;ACSV3;796;842,03;913;29,80;30;78,70;208;48,29
HurinkSdata6;parallel;RBASV3;742;823,97;896;34,01;28;62,33;143;24,91
HurinkSdata6;iterative;greedy;1095;1095,00;1095;0,00;0;0,00;0;0,00
HurinkSdata6;parallel;ACSV3;799;869,13;933;34,88;26;35,27;61;7,76
HurinkSdata7;iterative;greedy;1306;1306,00;1306;0,00;0;0,00;0;0,00
HurinkSdata7;parallel;MMASV3;746;860,03;910;38,39;24;70,40;137;31,56
HurinkSdata7;parallel;ACSV3;843;942,23;1004;37,10;26;40,23;88;16,20
HurinkSdata7;iterative;ACSV3;849;943,73;1022;41,88;32;70,43;206;48,83
HurinkSdata7;parallel;RBASV3;766;858,53;914;35,97;27;69,40;177;39,07
HurinkSdata8;iterative;ACSV3;705;812,97;910;46,52;30;66,13;127;36,17
HurinkSdata8;parallel;MMASV3;673;731,97;797;32,85;14;72,27;174;42,40
HurinkSdata8;iterative;greedy;1416;1416,00;1416;0,00;0;0,00;0;0,00
HurinkSdata8;parallel;RBASV3;668;733,93;789;34,11;29;56,13;120;25,05
HurinkSdata8;parallel;ACSV3;698;822,07;923;52,78;25;32,90;72;8,91
HurinkSdata9;parallel;RBASV3;1099;1189,93;1253;38,85;36;109,50;315;75,09
HurinkSdata9;iterative;greedy;1840;1840,00;1840;0,00;0;0,00;0;0,00
HurinkSdata9;parallel;ACSV3;1174;1331,57;1447;66,88;40;51,93;79;9,67
HurinkSdata9;parallel;MMASV3;1093;1181,83;1265;38,47;32;114,27;576;111,99
HurinkSdata9;iterative;ACSV3;1209;1315,60;1424;46,51;56;100,73;240;58,60
